Teks Berita,Label,Sumber
"[PENIPUAN] Tautan Klaim ""Bantuan Subsidi Pemerintah"" 2026
Faktanya, tautan tersebut bukan saluran resmi...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Klaim ""Bantuan Subsidi Pemerintah"" 2026",Hoax,TurnBackHoax
"[SALAH] MBG Bakal Disalurkan Lewat Kartu ATM
Faktanya, pencarian pada kanal resmi pemerintah...",Hoax,TurnBackHoax
[SALAH] MBG Bakal Disalurkan Lewat Kartu ATM,Hoax,TurnBackHoax
"[PENIPUAN] KDM Hadirkan Rumah Usaha, DP Rp750...
Faktanya, video merupakan kawasan Hunian Warisan...",Hoax,TurnBackHoax
"[PENIPUAN] KDM Hadirkan Rumah Usaha, DP Rp750...",Hoax,TurnBackHoax
"[SALAH] Dokumen BPOM Bocor, Sebut Vaksin Polio...
BPOM menegaskan klaim tentang “vaksin polio...",Hoax,TurnBackHoax
"[SALAH] Dokumen BPOM Bocor, Sebut Vaksin Polio...",Hoax,TurnBackHoax
"[SALAH] Video “Penggusuran Lahan untuk Pembangunan Kopdes...
Konteks asli video adalah penggusuran yang...",Hoax,TurnBackHoax
[SALAH] Video “Penggusuran Lahan untuk Pembangunan Kopdes...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Taspen
Faktanya, pendaftaran lowongan kerja hanya dilakukan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Taspen,Hoax,TurnBackHoax
"[SALAH] Bank Indonesia Bakal Cetak Uang Baru...
Faktanya, Bank Indonesia memastikan tidak ada...",Hoax,TurnBackHoax
[SALAH] Bank Indonesia Bakal Cetak Uang Baru...,Hoax,TurnBackHoax
"[SALAH] Gaji Manajer Koperasi Desa Merah Putih...
Menteri Keuangan Purbaya membantah informasi tersebut....",Hoax,TurnBackHoax
[SALAH] Gaji Manajer Koperasi Desa Merah Putih...,Hoax,TurnBackHoax
"[SALAH] Barang Bukti Kasus Korupsi Mantan Gubernur...
Faktanya, Kejaksaan Tinggi (Kejati) Lampung menegaskan...",Hoax,TurnBackHoax
[SALAH] Barang Bukti Kasus Korupsi Mantan Gubernur...,Hoax,TurnBackHoax
"[SALAH] Prabowo Perintahkan Penangkapan Jampidsus Febrie
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Prabowo Perintahkan Penangkapan Jampidsus Febrie,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Pulsa dan Kuota Internet...
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Pulsa dan Kuota Internet...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja Agrinas Jaladri Nusantara
Faktanya, tautan pendaftaran tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja Agrinas Jaladri Nusantara,Hoax,TurnBackHoax
"[PENIPUAN] Tautan “Pendaftaran Upacara 17 Agustus 2026...
Faktanya, tautan tidak mengarah ke situs...",Hoax,TurnBackHoax
[PENIPUAN] Tautan “Pendaftaran Upacara 17 Agustus 2026...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Bibit Tanaman Buah
Faktanya, bibit gratis dapat diperoleh dengan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Bibit Tanaman Buah,Hoax,TurnBackHoax
"[SALAH] Uni Eropa Larang Indonesia Produksi BBM...
Faktanya, hingga saat ini, tidak ada...",Hoax,TurnBackHoax
[SALAH] Uni Eropa Larang Indonesia Produksi BBM...,Hoax,TurnBackHoax
"[SALAH] Video “MenPAN-RB Umumkan CPNS 2026 Resmi...
Faktanya, video yang beredar dimanipulasi dengan...",Hoax,TurnBackHoax
[SALAH] Video “MenPAN-RB Umumkan CPNS 2026 Resmi...,Hoax,TurnBackHoax
"[SALAH] Ova Emilia Mundur dari Kursi Rektor...
Faktanya, Ova Emilia masih tercatat sebagai...",Hoax,TurnBackHoax
[SALAH] Ova Emilia Mundur dari Kursi Rektor...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Fasilitas Minyak Arab Saudi Terbakar...
Faktanya, video yang dibagikan adalah rekaman...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Fasilitas Minyak Arab Saudi Terbakar...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja untuk Lansia 2026
Faktanya, pendaftaran Program Lansia Aktif dari...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja untuk Lansia 2026,Hoax,TurnBackHoax
"[SALAH] Pendaftaran Upacara HUT ke-81 RI di...
Pendaftaran hanya dilakukan di laman resmi...",Hoax,TurnBackHoax
[SALAH] Pendaftaran Upacara HUT ke-81 RI di...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Penggerebekan Markas Buzzer Penyerang MBG""
Faktanya, video tersebut merupakan rekaman penggerebekan...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Penggerebekan Markas Buzzer Penyerang MBG""",Hoax,TurnBackHoax
"[SALAH] Prabowo Pinjam Dana dari Korea dan...
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Prabowo Pinjam Dana dari Korea dan...,Hoax,TurnBackHoax
"[PENIPUAN] Aplikasi Investasi Emas Diawasi Bank Indonesia
Faktanya, Bank Indonesia (BI) tidak pernah...",Hoax,TurnBackHoax
[PENIPUAN] Aplikasi Investasi Emas Diawasi Bank Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Foto Pendaftaran Lowongan Kerja Cleo
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Foto Pendaftaran Lowongan Kerja Cleo,Hoax,TurnBackHoax
"[SALAH] Vaksinasi Menyebabkan Autisme
Faktanya, World Health Organization (WHO) menegaskan...",Hoax,TurnBackHoax
[SALAH] Vaksinasi Menyebabkan Autisme,Hoax,TurnBackHoax
"[SALAH] Prabowo Mau Sita Usaha Gilingan Padi...
Faktanya, Prabowo mengancam akan menyita usaha...",Hoax,TurnBackHoax
[SALAH] Prabowo Mau Sita Usaha Gilingan Padi...,Hoax,TurnBackHoax
"[SALAH] Mendes Yandri: Pemerintah Berharap Toko di...
Konten yang beredar merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Mendes Yandri: Pemerintah Berharap Toko di...,Hoax,TurnBackHoax
"[PENIPUAN] Sultan Brunei Bagi-Bagi Dana Bantuan
Konten yang beredar adalah hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Sultan Brunei Bagi-Bagi Dana Bantuan,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Lowongan Kerja Indogrosir
Faktanya, pendaftaran lowongan kerja hanya dilakukan...",Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Lowongan Kerja Indogrosir,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Kondisi Pangkalan Militer Udara AS...
Faktanya, video yang dibagikan adalah peristiwa...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Kondisi Pangkalan Militer Udara AS...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Stimulan Perumahan Swadaya...
Faktanya, mekanisme penyaluran BSPS dilakukan melalui...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Stimulan Perumahan Swadaya...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Pangan 2026
Faktanya, tautan yang dibagikan tidak mengarah...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Pangan 2026,Hoax,TurnBackHoax
"[PENIPUAN] Foto Lowongan Kerja Customer Service Tokopedia
Faktanya, tautan tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Foto Lowongan Kerja Customer Service Tokopedia,Hoax,TurnBackHoax
"[SALAH] Prabowo dan Gibran Ambil Alih Pengesahan...
Faktanya, sejauh ini RUU Perampasan Aset...",Hoax,TurnBackHoax
[SALAH] Prabowo dan Gibran Ambil Alih Pengesahan...,Hoax,TurnBackHoax
"[SALAH] Prabowo: Warung Tidak Memberi Keuntungan untuk...
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Prabowo: Warung Tidak Memberi Keuntungan untuk...,Hoax,TurnBackHoax
"[SALAH] Polri Temukan Bunker Berisi Uang Ribuan...
Faktanya,video aslinya menampilkan konferensi pers pengungkapan...",Hoax,TurnBackHoax
[SALAH] Polri Temukan Bunker Berisi Uang Ribuan...,Hoax,TurnBackHoax
"[SALAH] Febrie Mau Bongkar Bunker Triliunan Rupiah...
Faktanya, tidak ditemukan pemberitaan kredibel yang...",Hoax,TurnBackHoax
[SALAH] Febrie Mau Bongkar Bunker Triliunan Rupiah...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Iran Menyerang Fasilitas Minyak di...
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Iran Menyerang Fasilitas Minyak di...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Ajinomoto
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Ajinomoto,Hoax,TurnBackHoax
"[PENIPUAN] Foto Pendaftaran Lowongan Kerja Pos Properti...
Unggahan berisi foto “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Foto Pendaftaran Lowongan Kerja Pos Properti...,Hoax,TurnBackHoax
"[PENIPUAN] Foto Pendaftaran Lowongan Kerja Kalbe Farma
Unggahan berisi foto “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Foto Pendaftaran Lowongan Kerja Kalbe Farma,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Magang Nasional Kemenimipas 2026
Faktanya, tautan tersebut bukan saluran resmi...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Magang Nasional Kemenimipas 2026,Hoax,TurnBackHoax
"[SALAH] Tahun 2027, Pemilik AC hingga Kulkas...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
"[SALAH] Tahun 2027, Pemilik AC hingga Kulkas...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Serangan Iran Terhadap Musuh di...
Faktanya, video yang disebarkan adalah dokumentasi...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Serangan Iran Terhadap Musuh di...",Hoax,TurnBackHoax
"[SALAH] Vaksin Covid-19 Jadi Penyebab Kematian Pelari...
Para ahli menjelaskan efek samping serius...",Hoax,TurnBackHoax
[SALAH] Vaksin Covid-19 Jadi Penyebab Kematian Pelari...,Hoax,TurnBackHoax
"[SALAH] Akun TikTok Samsat Bagikan Tautan Layanan...
Tautan yang beredar bukan merupakan layanan...",Hoax,TurnBackHoax
[SALAH] Akun TikTok Samsat Bagikan Tautan Layanan...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Tunai untuk Petani
Faktanya, tautan tersebut bukan saluran resmi...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Tunai untuk Petani,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Penggerak HAM 2026
Faktanya, tautan bukan saluran resmi dari...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Penggerak HAM 2026,Hoax,TurnBackHoax
"[SALAH] Ada Larangan Pendirian Toko Kelontong di...
Tidak ditemukan informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Ada Larangan Pendirian Toko Kelontong di...,Hoax,TurnBackHoax
"[SALAH] Komdigi Bakal Terapkan Aturan Balik Nama...
Faktanya, wacana yang dibahas berkaitan dengan...",Hoax,TurnBackHoax
[SALAH] Komdigi Bakal Terapkan Aturan Balik Nama...,Hoax,TurnBackHoax
"[SALAH] Ada Operasi Razia Pajak di Jalan...
Faktanya, foto yang beredar merupakan rekayasa,...",Hoax,TurnBackHoax
[SALAH] Ada Operasi Razia Pajak di Jalan...,Hoax,TurnBackHoax
"[PENIPUAN] Video Lowongan Kerja Astro
Unggahan berisi video “lowongan kerja Astro”...",Hoax,TurnBackHoax
[PENIPUAN] Video Lowongan Kerja Astro,Hoax,TurnBackHoax
"[PENIPUAN] Video Lowongan Sopir Tangki Pertamina
Unggahan berisi video “lowongan kerja sopir...",Hoax,TurnBackHoax
[PENIPUAN] Video Lowongan Sopir Tangki Pertamina,Hoax,TurnBackHoax
"[SALAH] Pemprov Jabar Akan Aktifkan Kembali Pembayaran...
Faktanya, Pemerintah Provinsi Jawa Barat melalui...",Hoax,TurnBackHoax
[SALAH] Pemprov Jabar Akan Aktifkan Kembali Pembayaran...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Tentara AS dan Sekutu Tidak...
Faktanya, video kedua yang dibagikan adalah...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Tentara AS dan Sekutu Tidak...",Hoax,TurnBackHoax
"[SALAH] Memijat Jari Mampu Turunkan Tekanan Darah...
Faktanya, pijat hanya berfungsi sebagai terapi...",Hoax,TurnBackHoax
[SALAH] Memijat Jari Mampu Turunkan Tekanan Darah...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Pertamina...
Faktanya, tautan pendaftaran tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Pertamina...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi “Demo Ajakan Tolak Bayar Pajak”
Faktanya, gambar tersebut merupakan hasil buatan...",Hoax,TurnBackHoax
[SALAH] Dokumentasi “Demo Ajakan Tolak Bayar Pajak”,Hoax,TurnBackHoax
"[SALAH] Dokumentasi “Gudang Senjata AS di Arab...
Faktanya, video yang beredar bukan lah...",Hoax,TurnBackHoax
[SALAH] Dokumentasi “Gudang Senjata AS di Arab...,Hoax,TurnBackHoax
"[SALAH] Pakai Sandal Jepit saat Berkendara Bakal...
Faktanya, tidak ada ketentuan dalam Undang-Undang...",Hoax,TurnBackHoax
[SALAH] Pakai Sandal Jepit saat Berkendara Bakal...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Kebakaran Basis Militer AS di...
Faktanya, video yang dibagikan adalah rekaman...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Kebakaran Basis Militer AS di...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Markas AS di Timur Tengah...
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Markas AS di Timur Tengah...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Program Bantuan Pendidikan dan...
Faktanya, tautan bukan saluran resmi dari...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Program Bantuan Pendidikan dan...,Hoax,TurnBackHoax
"[SALAH] Bahlil Bakal Sita Televisi Milik Penunggak...
Faktanya, Juru Bicara Kementerian ESDM, Dwi...",Hoax,TurnBackHoax
[SALAH] Bahlil Bakal Sita Televisi Milik Penunggak...,Hoax,TurnBackHoax
"[PENIPUAN] Video Pendaftaran Lowongan Kerja Aice
Unggahan foto berisi klaim “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Video Pendaftaran Lowongan Kerja Aice,Hoax,TurnBackHoax
"[PENIPUAN] Video Pendaftaran Lowongan Kerja Kopi Kenangan
Unggahan video berisi klaim “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Video Pendaftaran Lowongan Kerja Kopi Kenangan,Hoax,TurnBackHoax
"[PENIPUAN] Lowongan Kerja PT Permodalan Nasional Madani
Faktanya, tautan pendaftaran tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Lowongan Kerja PT Permodalan Nasional Madani,Hoax,TurnBackHoax
"[SALAH] Bank Indonesia Menerbitkan Uang Kertas Rp5...
BI tidak pernah menerbitkan uang kertas...",Hoax,TurnBackHoax
[SALAH] Bank Indonesia Menerbitkan Uang Kertas Rp5...,Hoax,TurnBackHoax
"[SALAH] Paus Fransiskus dan Imam Besar Al...
Faktanya, perjanjian yang pernah ditandatangani dua...",Hoax,TurnBackHoax
[SALAH] Paus Fransiskus dan Imam Besar Al...,Hoax,TurnBackHoax
"[SALAH] Daun Patikan China Bisa Sembuhkan Ambeien...
Faktanya, daun Patikan China hanya membantu...",Hoax,TurnBackHoax
[SALAH] Daun Patikan China Bisa Sembuhkan Ambeien...,Hoax,TurnBackHoax
"[SALAH] DPR Resmi Tolak Pengesahan RUU Perampasan...
Faktanya, sejauh ini RUU Perampasan Aset...",Hoax,TurnBackHoax
[SALAH] DPR Resmi Tolak Pengesahan RUU Perampasan...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Program Transmigrasi
Faktanya, pendaftaran Program Transmigrasi dilakukan melalui...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Program Transmigrasi,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja J&T Cargo
Unggahan berisi klaim “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja J&T Cargo,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran PKH Khusus Balita
Faktanya, tidak ditemukan pengumuman resmi mengenai...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran PKH Khusus Balita,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Program Bantuan Bibit Sawit
Faktanya, tidak ditemukan pengumuman resmi mengenai...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Program Bantuan Bibit Sawit,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran PayLater OVO
Faktanya, tautan yang dibagikan tidak mengarah...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran PayLater OVO,Hoax,TurnBackHoax
"[SALAH] Uang dan Emas yang Disita Terbukti...
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Uang dan Emas yang Disita Terbukti...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Haji dan Umrah
Faktanya, tautan terindikasi penipuan/phising karena mengarahkan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Haji dan Umrah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Alat Perikanan
Faktanya, tautan terindikasi penipuan/phising karena mengarahkan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Alat Perikanan,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Lowongan Kerja Telkomsel Melalui DM...
Pendaftaran lowongan kerja Telkomsel hanya dilakukan...",Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Lowongan Kerja Telkomsel Melalui DM...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja SPX Express
Faktanya, pendaftaran loker hanya bisa melalui...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja SPX Express,Hoax,TurnBackHoax
"[SALAH] Luhut: WNI Tak Bayar Pajak Dicopot...
Faktanya, pencarian pada kanal resmi pemerintah...",Hoax,TurnBackHoax
[SALAH] Luhut: WNI Tak Bayar Pajak Dicopot...,Hoax,TurnBackHoax
"[SALAH] SPBU Bakal Dijaga Petugas Samsat untuk...
Tidak ada kebijakan yang mewajibkan petugas...",Hoax,TurnBackHoax
[SALAH] SPBU Bakal Dijaga Petugas Samsat untuk...,Hoax,TurnBackHoax
"[SALAH] Pasukan Tentara China Mendarat di Manado
Faktanya, video yang beredar tersebut adalah...",Hoax,TurnBackHoax
[SALAH] Pasukan Tentara China Mendarat di Manado,Hoax,TurnBackHoax
"[SALAH] Prabowo Bakal Ubah IKN Jadi Markas...
Faktanya, hasil pencarian tidak menemukan pemberitaan...",Hoax,TurnBackHoax
[SALAH] Prabowo Bakal Ubah IKN Jadi Markas...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Lion Parcel
Unggahan foto berisi klaim “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Lion Parcel,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Gunung Krakatau Meletus, Bersamaan Gempa...
Konteks asli dokumentasi adalah momen erupsi...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Gunung Krakatau Meletus, Bersamaan Gempa...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Matahari Store
Unggahan foto berisi klaim “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Matahari Store,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Forum Awardee Beasiswa Unggulan...
Faktanya, tautan terindikasi penipuan/phising karena mengarahkan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Forum Awardee Beasiswa Unggulan...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran CPNS Kementerian Pertahanan
Faktanya, seluruh proses rekrutmen CPNS hanya...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran CPNS Kementerian Pertahanan,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Yamaha Indonesia...
Akun dan unggahan video “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Yamaha Indonesia...,Hoax,TurnBackHoax
"[SALAH] Pasokan BBM Langka Imbas Sopir Tangki...
Faktanya, video merupakan rekaman lama yang...",Hoax,TurnBackHoax
[SALAH] Pasokan BBM Langka Imbas Sopir Tangki...,Hoax,TurnBackHoax
"[SALAH] Jokowi Perintahkan Prabowo Hentikan MBG untuk...
Faktanya, hasil pencarian tidak menemukan pemberitaan...",Hoax,TurnBackHoax
[SALAH] Jokowi Perintahkan Prabowo Hentikan MBG untuk...,Hoax,TurnBackHoax
"[SALAH] Sinyal 5G Jadi Penyebab Eropa Dilanda...
Faktanya, ilmuwan iklim asal Universitas Oxford...",Hoax,TurnBackHoax
[SALAH] Sinyal 5G Jadi Penyebab Eropa Dilanda...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja Perum Peruri
Faktanya, tautan pendaftaran tidak mengarah ke...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja Perum Peruri,Hoax,TurnBackHoax
"[SALAH] Bahlil: Pengguna HP Bakal Dikenakan Pajak...
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Bahlil: Pengguna HP Bakal Dikenakan Pajak...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Pupuk Subsidi 2026
Faktanya, Ditjen Prasarana dan Sarana Pertanian...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Pupuk Subsidi 2026,Hoax,TurnBackHoax
"[SALAH] Penggunaan Sumur Bor Bakal Dikenai Pajak...
Faktanya, penggunaan air tanah untuk keperluan...",Hoax,TurnBackHoax
[SALAH] Penggunaan Sumur Bor Bakal Dikenai Pajak...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Program Bantuan DAP Australia""
Faktanya, Kementerian Agama melalui Ditjen Bimas...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Program Bantuan DAP Australia""",Hoax,TurnBackHoax
"[SALAH] Pengisian BBM Dibatasi Empat Hari Sekali
Faktanya, tidak ada kebijakan resmi dari...",Hoax,TurnBackHoax
[SALAH] Pengisian BBM Dibatasi Empat Hari Sekali,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran PayLater DANA
Faktanya, aktivasi DANA Cicil hanya dapat...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran PayLater DANA,Hoax,TurnBackHoax
"[SALAH] Bahlil: Pemilik TV Harus Bayar Pajak...
Faktanya, Juru Bicara Kementerian ESDM, Dwi...",Hoax,TurnBackHoax
[SALAH] Bahlil: Pemilik TV Harus Bayar Pajak...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Ultra Milk 2026
Unggahan foto berisi klaim “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Ultra Milk 2026,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Vitapharm
Unggahan video berisi klaim “pendaftaran lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Vitapharm,Hoax,TurnBackHoax
"[SALAH] Vaksin Sebabkan Radang Otak pada Bayi
Berdasarkan hasil kajian Tim Komda PP...",Hoax,TurnBackHoax
[SALAH] Vaksin Sebabkan Radang Otak pada Bayi,Hoax,TurnBackHoax
"[SALAH] Komdigi Tetapkan Pajak Baru untuk Influencer...
Konteks asli video adalah momen Menteri...",Hoax,TurnBackHoax
[SALAH] Komdigi Tetapkan Pajak Baru untuk Influencer...,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Program BLT Khusus TKI/TKW 2026
Faktanya, tidak ditemukan informasi kredibel mengenai...",Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Program BLT Khusus TKI/TKW 2026,Hoax,TurnBackHoax
"[SALAH] Kemenhub Bakal Pungut Pajak Pejalan Kaki
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Kemenhub Bakal Pungut Pajak Pejalan Kaki,Hoax,TurnBackHoax
"[SALAH] Biaya Transportasi ke Rumah Sakit Ditanggung...
Faktanya, hingga saat ini tidak ada...",Hoax,TurnBackHoax
[SALAH] Biaya Transportasi ke Rumah Sakit Ditanggung...,Hoax,TurnBackHoax
"[SALAH] Bahlil Mundur dari Jabatan Ketua Partai...
Faktanya yang diganti dalam musyawarah itu...",Hoax,TurnBackHoax
[SALAH] Bahlil Mundur dari Jabatan Ketua Partai...,Hoax,TurnBackHoax
"[SALAH] DPR Sahkan RUU Perampasan Aset Usai...
Faktanya, sejauh ini RUU Perampasan Aset...",Hoax,TurnBackHoax
[SALAH] DPR Sahkan RUU Perampasan Aset Usai...,Hoax,TurnBackHoax
"[SALAH] Pemerintah Bakal Tutup Toko Swasta Demi...
Faktanya, pemerintah tidak akan menutup toko...",Hoax,TurnBackHoax
[SALAH] Pemerintah Bakal Tutup Toko Swasta Demi...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan RSU Hermina
Akun beserta unggahan berisi tautan “lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan RSU Hermina,Hoax,TurnBackHoax
"[SALAH] Beli Pertalite Harus Tunjukkan STNK, Telat...
Faktanya, Corporate Secretary Pertamina Patra Niaga,...",Hoax,TurnBackHoax
"[SALAH] Beli Pertalite Harus Tunjukkan STNK, Telat...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi “Anak Krakatau Meletus, Level Siaga...
Faktanya, video yang beredar adalah buatan...",Hoax,TurnBackHoax
